,DMSO 01,DMSO 02,DMSO 03,RAPA 01,RAPA 02,RAPA 03,DMSO 01,DMSO 02,DMSO 03,RAPA 01,RAPA 02,RAPA 03,DMSO 01,DMSO 02,DMSO 03,RAPA 01,RAPA 02,RAPA 03
Pygb,10.318,8.5525,9.6029,4.889,6.4866,6.519,3.5681,4.5046,7.9861,4.3129,6.7335,6.6966,8.7737,10.864,11.163,10.474,8.389,14.432
Pygm,2.948,0.95028,1.9206,0,1.0811,3.2595,1.1894,0.90092,0.99827,1.0782,0,0,1.9497,3.3427,1.8605,2.8566,3.3556,5.6125
Qdpr,4.4219,1.9006,3.8412,6.1113,3.2433,1.0865,3.5681,0,0,2.1564,0,1.1161,3.8994,0.83568,1.8605,2.8566,0.8389,0
Rab11b,1.474,2.8508,3.8412,3.6668,1.0811,3.2595,2.3787,1.8018,5.9896,4.3129,3.8477,4.4644,2.9246,2.507,1.8605,2.8566,0,0.80178
Rab14,2.948,2.8508,2.8809,2.4445,3.2433,3.2595,8.3255,4.5046,8.9844,7.5475,5.7715,6.6966,2.9246,2.507,4.6514,2.8566,4.1945,3.2071
Rab1A,4.4219,3.8011,4.8014,4.889,4.3244,3.2595,4.7574,4.5046,3.9931,5.3911,4.8096,3.3483,4.8743,2.507,4.6514,3.8088,4.1945,3.2071
Rab21,0,0,0,0,0,0,0,1.8018,0,0,0.96192,0,0,0.83568,0,0,0.8389,1.6036
Rab2a,4.4219,2.8508,0.96029,4.889,3.2433,1.0865,4.7574,3.6037,2.9948,4.3129,1.9238,2.2322,1.9497,2.507,0.93027,0.9522,3.3556,1.6036
Rab3a,11.792,8.5525,10.563,11,8.6488,11.952,11.894,9.0092,14.974,11.86,12.505,14.509,12.673,7.5211,10.233,10.474,10.067,8.0178
Rab3b,2.948,2.8508,4.8014,4.889,3.2433,5.4325,4.7574,2.7028,6.9879,3.2347,6.7335,5.5805,3.8994,5.0141,6.5119,5.7132,6.7112,4.8107
Rab3c,2.948,2.8508,2.8809,4.889,2.1622,4.346,8.3255,4.5046,6.9879,3.2347,6.7335,2.2322,2.9246,2.507,3.7211,3.8088,3.3556,2.4054
Rab3gap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8389,1.6036
Rab6a,2.948,1.9006,2.8809,1.2223,1.0811,1.0865,2.3787,1.8018,1.9965,2.1564,1.9238,2.2322,0.97486,0.83568,1.8605,0.9522,0.8389,0.80178
Rab7a,2.948,6.652,3.8412,6.1113,5.4055,4.346,1.1894,2.7028,1.9965,3.2347,2.8858,2.2322,3.8994,3.3427,2.7908,4.761,2.5167,0.80178
Rac1,1.474,1.9006,1.9206,1.2223,1.0811,3.2595,3.5681,4.5046,1.9965,2.1564,1.9238,1.1161,2.9246,4.1784,1.8605,3.8088,2.5167,2.4054
Rala,1.474,1.9006,1.9206,2.4445,2.1622,2.173,2.3787,2.7028,0.99827,2.1564,1.9238,0,2.9246,2.507,2.7908,3.8088,2.5167,1.6036
Ran,1.474,0,0,1.2223,1.0811,0,0,0,0.99827,0,1.9238,0,0.97486,2.507,2.7908,1.9044,4.1945,1.6036
Rap1b,4.4219,0.95028,0.96029,2.4445,1.0811,2.173,0,0,0,2.1564,0,0,0.97486,0.83568,0.93027,0,0.8389,1.6036
Rap2b,0,0,0,1.2223,1.0811,0,0,1.8018,0.99827,1.0782,0.96192,1.1161,0.97486,0.83568,0,0,0.8389,0.80178
Rapgef2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6714,0.93027,0,0,0
Raver1,0,0,0,0,0,0,2.3787,0.90092,0,2.1564,0.96192,1.1161,0,0,0,0,0,0
Rbm20,0,0,0,0,0,0,2.3787,0,0,1.0782,0,0,0,0,0,0,0,0
Reep6,0,0,0,0,0,0,0,0,0.99827,0,0,1.1161,0,0,0,0,1.6778,0
Rgs7,2.948,2.8508,1.9206,1.2223,0,2.173,5.9468,3.6037,3.9931,2.1564,1.9238,6.6966,2.9246,1.6714,1.8605,1.9044,2.5167,2.4054
Rhoa,1.474,2.8508,3.8412,2.4445,1.0811,3.2595,4.7574,7.2074,4.9913,3.2347,5.7715,5.5805,2.9246,2.507,4.6514,2.8566,3.3556,4.0089
Rhob,0,0.95028,1.9206,0,1.0811,1.0865,3.5681,2.7028,3.9931,3.2347,3.8477,4.4644,0.97486,2.507,2.7908,2.8566,3.3556,1.6036
Rnpc3,0,0,0.96029,0,2.1622,0,0,0,0,1.0782,0,0,0,0,0,0,0,0
Rogdi,0,0.95028,0.96029,0,1.0811,1.0865,0,0,0,0,0,0,1.9497,0.83568,0,0,0,0.80178
Rph3a,0,0.95028,0.96029,1.2223,1.0811,1.0865,0,0,1.9965,1.0782,0.96192,1.1161,0.97486,1.6714,1.8605,0.9522,0.8389,1.6036
Rpl12,0,1.9006,1.9206,0,2.1622,2.173,0,1.8018,0,0,0,0,0,0,0.93027,0.9522,0.8389,0.80178
Rpl18,1.474,0.95028,0.96029,0,2.1622,1.0865,1.1894,0,0,0,0,1.1161,0.97486,0.83568,0.93027,0.9522,1.6778,0
Rpl22,0,1.9006,0,1.2223,1.0811,1.0865,0,0,0,0,0,0,1.9497,0,0,0.9522,0,0
Rpl4,0,0,0,0,0,0,1.1894,0,0,0,0,0,0,0.83568,1.8605,0.9522,0,0.80178
Rpl6,0,0,0.96029,0,0,0,0,0.90092,0,0,0,0,0,0.83568,0,0,0.8389,0.80178
Rpl7a,0,0,0,1.2223,1.0811,0,0,0,0,0,0,0,0,0.83568,0.93027,0,1.6778,0.80178
Rplp0,0,1.9006,0.96029,1.2223,1.0811,2.173,0,0.90092,0,2.1564,0,1.1161,0.97486,0,1.8605,1.9044,0.8389,0
Rplp2,0,0,0.96029,0,2.1622,2.173,0,0,0,1.0782,0,0,0,0,0,0,0,0
Rpn1,0,0.95028,0,0,0,0,0,0,0.99827,0,0.96192,0,0,0.83568,0,0,1.6778,0
Rpn2,0,0,0.96029,0,0,0,0,0.90092,0.99827,0,0,0,0,0.83568,0.93027,0,0,1.6036
Rps20,0,0,1.9206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps27a,2.948,3.8011,4.8014,3.6668,2.1622,3.2595,1.1894,1.8018,2.9948,2.1564,0,3.3483,2.9246,2.507,1.8605,2.8566,0.8389,3.2071
Rps3,1.474,1.9006,0.96029,1.2223,1.0811,1.0865,0,0,0,0,0,0,0.97486,0,0.93027,0.9522,0,0
Rps4x,0,0.95028,1.9206,0,1.0811,0,0,0,0,0,0,0,0,0,0.93027,0,0,0
Rps7,0,0.95028,0.96029,0,1.0811,1.0865,0,1.8018,1.9965,0,0.96192,1.1161,0.97486,2.507,1.8605,1.9044,1.6778,2.4054
Rps8,0,0.95028,0.96029,0,1.0811,2.173,0,0,0,0,0,0,0.97486,0.83568,0.93027,0.9522,0.8389,1.6036
Rps9,0,0.95028,1.9206,0,1.0811,0,0,0,0,0,0,0,0,1.6714,0.93027,0,0.8389,1.6036
Rpsa,1.474,1.9006,1.9206,1.2223,1.0811,1.0865,0,0,0,0,0,0,0.97486,2.507,1.8605,1.9044,0,0.80178
Rtn1,2.948,3.8011,3.8412,3.6668,4.3244,5.4325,2.3787,0,0.99827,1.0782,2.8858,3.3483,2.9246,1.6714,4.6514,3.8088,3.3556,1.6036
Rtn3,2.948,1.9006,1.9206,2.4445,2.1622,3.2595,2.3787,1.8018,0,2.1564,0,0,0.97486,3.3427,3.7211,1.9044,4.1945,2.4054
Rtn4,0,2.8508,1.9206,0,0,2.173,1.1894,0.90092,0,0,0,0,1.9497,6.6854,4.6514,4.761,5.0334,5.6125
Rufy3,0,0,1.9206,1.2223,1.0811,1.0865,0,0.90092,0.99827,0,0,1.1161,2.9246,0,1.8605,0.9522,0.8389,0.80178
Ryr1,0,0,0,0,0,0,2.3787,0.90092,0,0,0,1.1161,0,0,0.93027,0,0,0.80178
S100b,2.948,2.8508,1.9206,2.4445,2.1622,3.2595,9.5148,1.8018,1.9965,8.6258,1.9238,3.3483,1.9497,1.6714,0,1.9044,0.8389,0
Samm50,0,0,0,0,0,0,3.5681,4.5046,3.9931,3.2347,3.8477,2.2322,0,0,0,0,0,0
Sar1b,0,0,0.96029,0,1.0811,0,1.1894,0,0,0,0,1.1161,0,0,0.93027,0,1.6778,0
Sars,0,1.9006,1.9206,2.4445,1.0811,2.173,0,0,0,0,0,0,1.9497,1.6714,1.8605,1.9044,2.5167,1.6036
Sbno1,0,0,0,0,0,0,3.5681,1.8018,0,0,0.96192,1.1161,0,0,0,0,0.8389,0
Scamp1,0,0.95028,0.96029,0,1.0811,1.0865,0,0,0,0,0,0,1.9497,0,0,2.8566,0,0
Scamp5,1.474,0.95028,0.96029,1.2223,1.0811,1.0865,0,0.90092,1.9965,1.0782,0.96192,0,0.97486,0.83568,0,0.9522,0,1.6036
Sccpdh,0,0.95028,0,1.2223,1.0811,0,0,0,1.9965,2.1564,0,0,0.97486,2.507,3.7211,1.9044,3.3556,4.0089
Scrn1,4.4219,4.7514,2.8809,2.4445,4.3244,3.2595,2.3787,0.90092,3.9931,5.3911,3.8477,3.3483,3.8994,2.507,1.8605,2.8566,1.6778,1.6036
Sdha,1.474,1.9006,2.8809,1.2223,2.1622,3.2595,10.704,8.1083,11.979,11.86,10.581,8.9288,3.8994,5.0141,6.5119,3.8088,6.7112,6.4143
Sdhb,4.4219,0.95028,0.96029,1.2223,1.0811,1.0865,4.7574,1.8018,2.9948,2.1564,2.8858,3.3483,0.97486,1.6714,0.93027,0.9522,0.8389,0.80178
Sec22b,0,1.9006,2.8809,1.2223,2.1622,1.0865,2.3787,0.90092,2.9948,3.2347,1.9238,2.2322,0.97486,0.83568,0.93027,0.9522,0,0
Sfxn1,0,2.8508,3.8412,3.6668,1.0811,4.346,0,2.7028,4.9913,3.2347,5.7715,2.2322,1.9497,1.6714,3.7211,2.8566,1.6778,3.2071
Sfxn3,0,0,1.9206,2.4445,1.0811,2.173,1.1894,5.4055,0.99827,3.2347,3.8477,2.2322,0.97486,1.6714,2.7908,3.8088,1.6778,4.0089
Sfxn5,0,1.9006,0.96029,0,0,2.173,1.1894,3.6037,2.9948,1.0782,1.9238,1.1161,0.97486,0,1.8605,0,0.8389,0.80178
Sgip1,0,0.95028,3.8412,1.2223,1.0811,1.0865,0,0,0,0,0.96192,0,2.9246,3.3427,3.7211,3.8088,0.8389,2.4054
Sh3gl2,4.4219,4.7514,1.9206,3.6668,3.2433,2.173,7.1361,3.6037,1.9965,8.6258,3.8477,6.6966,7.7989,5.0141,0.93027,3.8088,2.5167,1.6036
Sh3glb2,1.474,0.95028,0,2.4445,2.1622,2.173,3.5681,0,2.9948,2.1564,0.96192,3.3483,1.9497,0.83568,1.8605,0.9522,0.8389,1.6036
Shank2,0,0,0.96029,0,0,0,0,3.6037,0,0,1.9238,0,0,0.83568,0,0,0,0
Shroom2,0,0,0,0,0,0,0,0,0,0,0,2.2322,0,0,0,0,0,0
Sirpa,0,0.95028,2.8809,0,0,3.2595,1.1894,0.90092,2.9948,1.0782,0.96192,2.2322,2.9246,1.6714,3.7211,3.8088,0.8389,0.80178
Sirt2,5.8959,5.7017,4.8014,8.5558,4.3244,4.346,2.3787,4.5046,2.9948,5.3911,2.8858,4.4644,3.8994,5.8497,7.4422,5.7132,5.0334,4.0089
Skp1,1.474,1.9006,1.9206,2.4445,2.1622,2.173,4.7574,0,2.9948,5.3911,2.8858,2.2322,1.9497,0,1.8605,1.9044,1.6778,0
Slc12a5,1.474,4.7514,8.6426,0,1.0811,5.4325,4.7574,7.2074,5.9896,0,9.6192,5.5805,3.8994,5.0141,3.7211,3.8088,7.5501,3.2071
Slc17a7,0,0,0,0,0,0,2.3787,3.6037,2.9948,2.1564,1.9238,2.2322,0.97486,1.6714,0.93027,1.9044,2.5167,2.4054
Slc1a2,13.266,11.403,14.404,13.445,10.811,16.298,22.598,30.631,23.958,20.486,22.124,24.554,15.598,12.535,15.815,14.283,10.906,16.837
Slc1a3,8.8439,6.652,8.6426,8.5558,8.6488,8.6921,8.3255,12.613,10.981,6.4693,14.429,16.742,9.7486,9.1924,9.3027,3.8088,7.5501,7.2161
Slc25a1,0,0,0.96029,0,0,2.173,0,0,0,0,0,1.1161,0,0,0,0,0,0
Slc25a11,4.4219,2.8508,3.8412,3.6668,4.3244,4.346,2.3787,0,3.9931,1.0782,4.8096,2.2322,2.9246,0.83568,4.6514,3.8088,2.5167,2.4054
Slc25a18,0,1.9006,1.9206,2.4445,0,2.173,0,0,0,0,0,0,1.9497,1.6714,1.8605,1.9044,0.8389,0.80178
Slc25a3,10.318,8.5525,4.8014,8.5558,6.4866,7.6055,4.7574,8.1083,3.9931,3.2347,2.8858,6.6966,3.8994,4.1784,4.6514,4.761,4.1945,4.8107
Slc25a4,5.8959,10.453,9.6029,9.7781,9.7299,9.7786,9.5148,23.424,12.977,10.782,15.391,7.8127,6.824,10.028,10.233,8.5698,10.067,12.829
Slc25a5,8.8439,6.652,7.6823,9.7781,8.6488,9.7786,10.704,18.018,10.981,11.86,9.6192,8.9288,4.8743,5.0141,7.4422,4.761,4.1945,6.4143
Slc25a51,0,0.95028,0,0,0,0,0,0,0.99827,0,0,0,0,0,1.8605,0,0,0
Slc27a1,0,0,0,0,0,0,0,0,0,0,0,0,0.97486,0,0.93027,0.9522,1.6778,2.4054
Slc2a13,0,0,0,0,0,1.0865,0,0.90092,0,0,0,0,0,0,0,0.9522,0,1.6036
Slc2a3,0,0.95028,0.96029,1.2223,1.0811,1.0865,0,0.90092,1.9965,1.0782,3.8477,0,1.9497,0.83568,1.8605,0.9522,2.5167,0.80178
Slc30a3,0,0.95028,0.96029,1.2223,1.0811,2.173,0,0.90092,0.99827,0,0.96192,0,1.9497,2.507,1.8605,1.9044,2.5167,1.6036
Slc32a1,0,0,0,0,0,0,0,0,0,0,0.96192,1.1161,0,0.83568,0,0,2.5167,1.6036
Slc35e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83568,0,0,0,1.6036
Slc3a2,0,1.9006,1.9206,3.6668,1.0811,0,7.1361,2.7028,2.9948,3.2347,0,4.4644,2.9246,3.3427,3.7211,5.7132,5.8723,2.4054
Slc4a10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93027,0,0,0.80178
Slc4a4,0,0,0,0,0,0,0,1.8018,2.9948,1.0782,2.8858,2.2322,0.97486,1.6714,0.93027,0,2.5167,1.6036
Slc6a1,0,0.95028,1.9206,0,0,0,2.3787,2.7028,1.9965,1.0782,2.8858,1.1161,0,1.6714,0.93027,0,1.6778,1.6036
Slc6a17,0,0.95028,0.96029,1.2223,0,1.0865,1.1894,1.8018,0.99827,1.0782,1.9238,2.2322,0.97486,0.83568,0.93027,0.9522,0.8389,1.6036
Slc8a1,0,0,0,0,0,0,0,1.8018,0.99827,1.0782,2.8858,2.2322,0,1.6714,1.8605,0,1.6778,0.80178
Slc8a2,0,1.9006,1.9206,1.2223,1.0811,2.173,0,1.8018,2.9948,0,1.9238,0,1.9497,2.507,3.7211,0.9522,4.1945,3.2071
Slc9a3r1,0,0,0,0,0,0,1.1894,0,0,2.1564,0.96192,0,0,0,0,0,0,0
Snap25,2.948,3.8011,4.8014,4.889,6.4866,5.4325,5.9468,4.5046,1.9965,5.3911,5.7715,10.045,2.9246,3.3427,2.7908,1.9044,1.6778,1.6036
Snap91,1.474,1.9006,2.8809,1.2223,1.0811,1.0865,8.3255,3.6037,1.9965,5.3911,1.9238,2.2322,5.8492,4.1784,2.7908,5.7132,2.5167,4.0089
Snca,2.948,2.8508,1.9206,2.4445,3.2433,1.0865,0,0,0,5.3911,0,0,1.9497,0.83568,1.8605,1.9044,2.5167,1.6036
Sncb,1.474,0,0.96029,1.2223,3.2433,1.0865,0,0,0,0,0,0,0.97486,0.83568,0.93027,0,1.6778,0.80178
Snd1,0,0,0,0,0,0,0,1.8018,0.99827,0,0,0,0,0,0,0,0,1.6036
Sod1,1.474,1.9006,0.96029,0,0,1.0865,1.1894,0,0.99827,4.3129,0.96192,1.1161,0,0,0,0,0,0
Sptan1,28.006,37.061,35.531,20.778,24.865,27.163,42.817,32.433,38.932,35.581,38.477,45.76,30.221,42.619,34.42,35.232,37.75,48.107
Sptbn2,1.474,12.354,11.523,4.889,8.6488,10.865,0,10.811,6.9879,0,1.9238,2.2322,3.8994,14.206,7.4422,2.8566,8.389,12.829
Srcin1,0,0,0.96029,0,0,1.0865,1.1894,10.811,9.9827,1.0782,10.581,6.6966,0,1.6714,0.93027,0,0.8389,0.80178
St13,1.474,1.9006,0,1.2223,1.0811,1.0865,0,0.90092,0,0,0,0,0,0.83568,0,0.9522,0.8389,0.80178
Stip1,2.948,0.95028,0,2.4445,2.1622,1.0865,1.1894,0.90092,0,2.1564,0.96192,0,0.97486,0.83568,1.8605,1.9044,0,0.80178
Stoml2,0,0,0,0,0,1.0865,1.1894,0.90092,0.99827,2.1564,1.9238,0,1.9497,0.83568,0,0.9522,0,0
Stx1a,1.474,3.8011,3.8412,2.4445,2.1622,2.173,4.7574,7.2074,2.9948,4.3129,8.6573,10.045,6.824,4.1784,5.5816,5.7132,4.1945,6.4143
Stx1b,2.948,4.7514,2.8809,4.889,3.2433,6.519,5.9468,10.811,8.9844,5.3911,8.6573,5.5805,8.7737,4.1784,5.5816,5.7132,4.1945,5.6125
Stx7,0,0,0,0,0,0,0,0,0,0,0,0,1.9497,0,0.93027,0.9522,0,0
Stxbp1,22.11,22.807,24.007,18.334,15.135,20.644,14.272,27.929,27.951,19.408,23.086,21.206,19.497,20.892,25.117,21.901,23.489,26.459
Stxbp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suclg1,0,2.8508,2.8809,3.6668,3.2433,0,0,1.8018,0,2.1564,0,1.1161,0.97486,3.3427,2.7908,0.9522,3.3556,4.8107
Sv2a,0,1.9006,2.8809,2.4445,3.2433,4.346,2.3787,6.3064,6.9879,2.1564,8.6573,5.5805,4.8743,6.6854,6.5119,3.8088,5.8723,8.8196
Sv2b,0,0,0,0,0,0,0,0,0.99827,0,0,0,0,1.6714,0.93027,0.9522,5.0334,4.0089
Svep1,0,0,0,0,1.0811,0,0,0,0,0,0,0,0,0,0,0.9522,1.6778,0
Syn1,17.688,18.055,17.285,19.556,17.298,15.211,23.787,15.316,20.964,19.408,15.391,15.625,19.497,20.892,18.605,20.948,19.295,18.441
Syn2,20.636,16.155,16.325,18.334,17.298,16.298,20.219,10.811,14.974,14.017,12.505,12.277,16.573,14.206,15.815,13.331,14.261,12.829
Syngap1,1.474,2.8508,2.8809,1.2223,3.2433,3.2595,4.7574,14.415,11.979,1.0782,14.429,12.277,0,0,0,0,0,0
Syngr1,0,0.95028,0.96029,1.2223,1.0811,0,2.3787,0.90092,1.9965,3.2347,0.96192,3.3483,0.97486,0.83568,0.93027,0.9522,0.8389,0
Synj1,0,0.95028,0.96029,0,2.1622,1.0865,0,1.8018,0,0,0,1.1161,0.97486,6.6854,1.8605,5.7132,9.2279,6.4143
Syp,4.4219,2.8508,0.96029,2.4445,2.1622,1.0865,2.3787,0,2.9948,2.1564,3.8477,2.2322,0.97486,0.83568,1.8605,2.8566,1.6778,2.4054
Syt1,7.3699,9.5028,6.722,8.5558,6.4866,6.519,11.894,11.712,12.977,10.782,13.467,4.4644,10.723,10.864,8.3724,10.474,6.7112,8.8196
Syt12,0,0,0.96029,0,0,1.0865,1.1894,0.90092,0,0,0,1.1161,0.97486,0.83568,0.93027,0.9522,0.8389,0.80178
Tagln3,7.3699,6.652,2.8809,4.889,4.3244,5.4325,10.704,6.3064,4.9913,6.4693,3.8477,6.6966,1.9497,0,0,0.9522,2.5167,1.6036
Tcp1,0,3.8011,3.8412,3.6668,3.2433,2.173,0,0.90092,1.9965,0,0.96192,3.3483,3.8994,2.507,4.6514,2.8566,2.5167,1.6036
Tf,1.474,2.8508,2.8809,2.4445,3.2433,2.173,0,1.8018,0,0,0,1.1161,0.97486,3.3427,3.7211,1.9044,2.5167,2.4054
Them4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8605,1.9044,0,0
Thop1,0,0.95028,1.9206,2.4445,2.1622,2.173,0,0.90092,0.99827,0,0,0,1.9497,0.83568,1.8605,1.9044,0,0
Thy1,5.8959,2.8508,0.96029,2.4445,2.1622,0,4.7574,4.5046,0.99827,5.3911,2.8858,4.4644,0.97486,2.507,1.8605,0.9522,2.5167,2.4054
Tkt,1.474,5.7017,7.6823,2.4445,4.3244,6.519,2.3787,0,1.9965,0,0,3.3483,0,3.3427,0,0,4.1945,2.4054
Tmem39a,0,0,0,0,0,0,2.3787,0.90092,0,0,0.96192,0,0,0,0,0,0,0
Tmod2,0,0.95028,2.8809,2.4445,1.0811,1.0865,3.5681,3.6037,1.9965,5.3911,3.8477,4.4644,0,0,0,0.9522,0,0
Tmx2,0,0,0,0,0,2.173,0,0.90092,0,0,0.96192,0,0.97486,0.83568,0,0.9522,1.6778,0.80178
Tnr,2.948,4.7514,5.7617,2.4445,3.2433,4.346,0,4.5046,0.99827,1.0782,1.9238,0,2.9246,2.507,3.7211,2.8566,3.3556,7.2161
Tomm20,0,0,0,0,0,0,1.1894,0.90092,1.9965,4.3129,3.8477,2.2322,0,0,0,0,0,0
Tomm70a,1.474,1.9006,2.8809,3.6668,3.2433,2.173,15.462,9.0092,7.9861,8.6258,7.6954,6.6966,2.9246,1.6714,3.7211,2.8566,3.3556,2.4054
Tpi1,11.792,8.5525,7.6823,9.7781,9.7299,7.6055,9.5148,8.1083,4.9913,10.782,5.7715,11.161,7.7989,3.3427,5.5816,7.6176,5.8723,6.4143
Tpm3,1.474,0,0.96029,1.2223,0,1.0865,3.5681,0,3.9931,6.4693,1.9238,0,0.97486,0,0.93027,0.9522,0,0
Tpp2,1.474,0,0,0,0,0,1.1894,0,0,1.0782,0,0,0.97486,0,0.93027,0,1.6778,0
Trap1,2.948,1.9006,1.9206,1.2223,2.1622,1.0865,1.1894,1.8018,0.99827,2.1564,1.9238,1.1161,3.8994,1.6714,1.8605,0.9522,2.5167,4.0089
Trim2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6714,0,0,0,0
Tsc22d4,0,0,0,0,0,0,0,1.8018,0,0,0,1.1161,0,0,0,0,0,0
TSH2B,5.8959,4.7514,3.8412,4.889,3.2433,5.4325,0,0,0,2.1564,0,2.2322,0,0,0,0,0,0
Tst,0,0.95028,0.96029,1.2223,2.1622,2.173,1.1894,0,0,2.1564,0,0,0.97486,1.6714,2.7908,1.9044,1.6778,2.4054
Ttyh1,0,0.95028,2.8809,1.2223,1.0811,1.0865,2.3787,0,0.99827,1.0782,0.96192,2.2322,1.9497,2.507,2.7908,1.9044,2.5167,3.2071
Tuba1a,53.063,43.713,46.094,41.557,44.325,49.979,26.166,50.452,33.941,19.408,29.82,27.903,33.145,55.99,56.746,34.279,50.334,66.548
Tuba1b,50.115,41.812,43.213,44.001,43.244,45.633,22.598,35.136,25.955,21.564,22.124,24.554,35.095,45.962,43.723,34.279,39.428,52.918
Tuba4a,44.219,34.21,36.491,40.335,37.839,39.114,26.166,28.829,26.953,20.486,21.162,24.554,30.221,37.605,36.281,28.566,34.395,42.495
Tubb2a,81.069,55.116,51.856,62.335,61.623,57.585,47.574,42.343,51.91,51.755,52.906,46.876,46.793,38.441,43.723,52.371,46.139,38.486
Tubb2b,79.595,55.116,50.895,62.335,61.623,56.498,45.195,41.442,51.91,51.755,52.906,46.876,46.793,36.77,42.792,52.371,46.139,39.287
Tubb3,58.959,40.862,38.412,50.113,54.055,44.547,32.113,32.433,32.943,38.816,41.363,34.599,41.919,35.098,34.42,41.897,36.912,28.864
Tubb4b,72.225,54.166,47.054,63.558,60.542,55.412,42.817,41.442,49.913,45.285,50.982,46.876,44.844,31.756,37.211,48.562,41.106,35.279
Tubb5,73.699,54.166,48.975,59.891,59.461,58.671,42.817,40.541,50.912,51.755,50.982,43.528,46.793,37.605,41.862,51.419,46.978,38.486
Tufm,1.474,0.95028,1.9206,1.2223,1.0811,2.173,2.3787,3.6037,2.9948,4.3129,3.8477,3.3483,2.9246,3.3427,6.5119,2.8566,5.0334,2.4054
Txnl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8605,0,0.8389,0.80178
Uba1,4.4219,9.5028,12.484,7.3336,8.6488,10.865,9.5148,6.3064,2.9948,7.5475,3.8477,4.4644,14.623,8.3568,8.3724,8.5698,10.906,8.8196
Ube2n,1.474,1.9006,0.96029,1.2223,2.1622,2.173,0,0.90092,1.9965,1.0782,1.9238,1.1161,1.9497,0,0.93027,0.9522,1.6778,0
Uchl1,8.8439,9.5028,9.6029,12.223,8.6488,7.6055,5.9468,3.6037,4.9913,2.1564,2.8858,4.4644,7.7989,4.1784,2.7908,5.7132,5.0334,2.4054
Uggt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83568,2.7908,0.9522,0.8389,1.6036
Ugt8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83568,0,0,0.8389,0.80178
Unc13a,0,0,0,0,0,0,0,0.90092,0,0,0,0,0,0,0,0,0,0.80178
Uqcrc1,8.8439,9.5028,11.523,7.3336,12.973,6.519,10.704,18.018,12.977,14.017,13.467,10.045,5.8492,5.0141,10.233,4.761,7.5501,7.2161
Uqcrc2,10.318,9.5028,7.6823,12.223,15.135,13.038,20.219,16.217,17.969,16.173,21.162,22.322,8.7737,5.0141,5.5816,7.6176,5.8723,5.6125
Uqcrfs1,1.474,2.8508,0,2.4445,1.0811,1.0865,3.5681,3.6037,3.9931,3.2347,5.7715,5.5805,0.97486,0.83568,0,0.9522,0.8389,0
Uqcrh,0,0,0.96029,0,0,1.0865,1.1894,0.90092,1.9965,2.1564,0,1.1161,0.97486,0,0,0,0,0
Ushbp1,0,0,0.96029,0,0,1.0865,0,0,0,0,0,0,0,0,0,0.9522,1.6778,0
Usmg5,1.474,0.95028,0.96029,1.2223,1.0811,1.0865,3.5681,2.7028,2.9948,3.2347,1.9238,3.3483,1.9497,0.83568,1.8605,1.9044,0.8389,0
Vamp2,5.8959,4.7514,3.8412,6.1113,5.4055,5.4325,10.704,3.6037,6.9879,7.5475,4.8096,8.9288,2.9246,4.1784,3.7211,5.7132,3.3556,1.6036
Vapa,0,0,0.96029,1.2223,1.0811,1.0865,2.3787,1.8018,0,0,4.8096,3.3483,0.97486,0.83568,0,0.9522,0.8389,0.80178
Vat1,0,0.95028,0.96029,1.2223,1.0811,0,2.3787,0,1.9965,5.3911,0,0,2.9246,1.6714,2.7908,1.9044,2.5167,0.80178
Vcp,2.948,4.7514,6.722,3.6668,7.5677,5.4325,10.704,4.5046,8.9844,7.5475,4.8096,5.5805,7.7989,9.1924,7.4422,7.6176,8.389,8.0178
Vdac1,7.3699,8.5525,8.6426,4.889,7.5677,7.6055,9.5148,18.018,17.969,12.939,21.162,17.858,1.9497,2.507,4.6514,3.8088,1.6778,3.2071
Vdac2,4.4219,2.8508,2.8809,4.889,5.4055,2.173,5.9468,7.2074,5.9896,5.3911,8.6573,6.6966,0.97486,3.3427,2.7908,0.9522,0.8389,3.2071
Vdac3,5.8959,4.7514,4.8014,2.4445,4.3244,4.346,8.3255,6.3064,6.9879,6.4693,6.7335,5.5805,2.9246,2.507,3.7211,4.761,0.8389,2.4054
Vim,1.474,0.95028,0.96029,0,2.1622,2.173,0,0,0,0,0,0,0,0,0,0,0,0
Vps26a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93027,1.9044,0,0
Vps29,0,0.95028,0.96029,1.2223,1.0811,0,0,0,0,0,0,0,0.97486,0,0.93027,0.9522,1.6778,0
Vps45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93027,1.9044,0,0.80178
